Sensor,Timestamp,Acceleration x,Acceleration y,Acceleration z,Gyroscope x,Gyroscope y,Gyroscope z
Right shoulder;0,555632;-0,577880859375;0,8017578125;0,3115234375;-3,63159179688;-3,14331054688;11,8789672852
Back pelvis;0,556735;1,0205078125;0,17529296875;0,426025390625;7,73620605469;-19,0277099609;-0,358581542969
Front pelvis;0,558863;1,07641601562;0,205322265625;0,2021484375;-32,9055786133;4,34875488281;-3,58581542969
Belly button;0,560885;0,5078125;1,06518554688;0,09228515625;-49,8580932617;-23,7503051758;8,49151611328
Sternum;0,563145;0,714599609375;0,1103515625;0,677490234375;-17,2958374023;5,05828857422;-7,36236572266
Head;0,565380;0,944580078125;0,01171875;0,28369140625;8,78143310547;-13,6413574219;8,94927978516
Left thigh;0,568490;-0,169189453125;-0,953125;-0,09228515625;0,282287597656;5,22613525391;-0,030517578125
Left tibia;0,569543;-0,53662109375;-1,39916992188;-0,43115234375;-33,6380004883;-17,2882080078;37,7807617188
Left foot;0,570598;0,440673828125;0,072998046875;0,913330078125;-3,11279296875;3,60870361328;0,900268554688
Right thigh;0,571786;0,175537109375;-1,11328125;-0,004150390625;5,56945800781;49,3469238281;3,7841796875
Right tibia;0,573937;0,380126953125;-0,89501953125;0,327880859375;-20,2026367188;27,6794433594;163,803100586
Right foot;0,575045;0,767333984375;-0,250732421875;1,50927734375;-70,2590942383;127,876281738;110,198974609
Left hand;0,576113;0,93896484375;0,177490234375;0,37548828125;27,8625488281;-21,3928222656;18,4097290039
Left forearm;0,577149;-0,027587890625;-0,9306640625;0,01953125;52,0858764648;-25,8636474609;-28,5568237305
Left biceps;0,579250;0,115478515625;-0,940673828125;0,0771484375;-15,0604248047;-14,1983032227;27,1987915039
Right hand;0,580291;1,1396484375;-0,21923828125;0,165771484375;8,6669921875;11,7645263672;-24,1241455078
Right forearm;0,581335;-0,26611328125;-0,915771484375;0,52978515625;21,6293334961;31,1737060547;5,40924072266
Right biceps;0,582395;-0,33837890625;-0,920166015625;0,221923828125;-18,8598632812;-9,32312011719;-37,8494262695
Left shoulder;0,584597;-0,223388671875;1,17993164062;0,47998046875;21,6369628906;-13,8931274414;19,889831543
Right shoulder;0,585656;-0,698486328125;0,794189453125;0,37939453125;2,57110595703;-2,28881835938;11,0626220703
Back pelvis;0,587104;1,0810546875;0,169921875;0,417236328125;-8,95690917969;-11,360168457;-13,9923095703
Front pelvis;0,588228;1,033203125;-0,03125;-0,0703125;-41,8090820312;3,23486328125;0,358581542969
Belly button;0,590376;0,501953125;1,10278320312;-0,06640625;4,09698486328;-17,1585083008;7,38525390625
Sternum;0,591496;0,680419921875;0,131103515625;0,697021484375;-13,6947631836;2,10571289062;-3,44848632812
Head;0,592549;0,9580078125;-0,002685546875;0,306640625;5,63812255859;-15,0527954102;8,35418701172
Left thigh;0,593601;-0,196044921875;-0,947021484375;-0,102294921875;0,862121582031;3,04412841797;-0,228881835938
Left tibia;0,595826;0,419677734375;-0,900634765625;-0,1279296875;-1,02996826172;-35,1409912109;17,7993774414
Left foot;0,596873;0,43701171875;0,046875;0,92919921875;-2,61688232422;1,85394287109;5,59997558594
Right thigh;0,597915;0,25732421875;-1,09228515625;0,095703125;15,998840332;30,5862426758;29,3273925781
Right tibia;0,598993;0,4736328125;-0,9755859375;0,315673828125;-16,2506103516;30,8380126953;200,477600098
Right foot;0,601099;1,63134765625;-0,72802734375;1,09057617188;-88,4628295898;132,369995117;69,2291259766
Left hand;0,602150;0,95703125;0,2490234375;0,3544921875;27,1072387695;-10,9634399414;20,378112793
Left forearm;0,603207;0,1787109375;-1,27587890625;0,06103515625;30,0598144531;-50,3692626953;-7,4462890625
Left biceps;0,604257;0,2001953125;-1,05786132812;0,019775390625;-10,1470947266;13,427734375;35,8276367188
Right hand;0,606409;1,265625;-0,217529296875;0,16064453125;7,88879394531;8,68225097656;-39,909362793
Right forearm;0,607533;-0,3125;-0,937255859375;0,44921875;28,6712646484;36,6592407227;7,46917724609
Right biceps;0,608593;-0,3193359375;-0,9091796875;0,128662109375;-32,8521728516;-45,3262329102;-27,1301269531
Left shoulder;0,609647;-0,14208984375;1,12255859375;0,51220703125;20,6527709961;-26,0772705078;3,83758544922
Right shoulder;0,611784;-0,75;0,897705078125;0,460205078125;10,7650756836;-0,9765625;6,92749023438
Back pelvis;0,612854;1,03955078125;-0,02685546875;0,502197265625;-24,4064331055;13,4735107422;-14,9917602539
Front pelvis;0,613897;1,33544921875;-0,057373046875;-0,09326171875;-36,5219116211;7,48443603516;13,4506225586
Belly button;0,614960;0,4375;1,07470703125;-0,05126953125;-12,3062133789;10,2844238281;12,5427246094
Sternum;0,617138;0,598388671875;0,145751953125;0,661376953125;-10,0708007812;4,09698486328;-4,98199462891
Head;0,618196;0,969970703125;-0,00927734375;0,310546875;2,04467773438;-18,7606811523;9,91821289062
Left thigh;0,620186;-0,17724609375;-1,03637695312;-0,079833984375;4,08172607422;-12,1536254883;-0,54931640625
Left tibia;0,622006;0,40869140625;-0,89111328125;-0,12548828125;-17,0059204102;16,2658691406;11,3983154297
Left foot;0,624245;0,410888671875;0,0107421875;0,930419921875;0,0228881835938;-6,38580322266;1,41906738281
Right thigh;0,625301;0,3466796875;-1,15893554688;0,179931640625;15,0451660156;51,4068603516;36,1328125
Right tibia;0,626740;0,439453125;-0,962890625;0,30078125;-6,69097900391;36,5447998047;214,538574219
Right foot;0,627861;1,99993896484;-0,517822265625;0,396484375;-43,2357788086;96,1456298828;58,3801269531
Left hand;0,630872;0,97412109375;0,27099609375;0,324951171875;19,8211669922;-2,38037109375;13,8931274414
Left forearm;0,632055;0,01513671875;-0,827880859375;0,073974609375;29,9072265625;-95,9396362305;24,5971679688
Left biceps;0,633084;0,127685546875;-1,14111328125;0,0205078125;-12,5885009766;29,2816162109;22,7813720703
Right hand;0,634129;1,17993164062;-0,142333984375;0,123291015625;-9,78088378906;0,953674316406;-38,3987426758
Right forearm;0,636234;-0,294189453125;-0,9599609375;0,39111328125;34,0118408203;36,6744995117;10,7879638672
Right biceps;0,637275;0,22119140625;-0,952392578125;0,076171875;1,03759765625;27,3361206055;-19,5541381836
Left shoulder;0,638328;-0,102294921875;1,02197265625;0,500732421875;26,1306762695;-24,1012573242;-3,32641601562
Right shoulder;0,647627;-0,680419921875;1,03759765625;0,50244140625;5,95855712891;-13,1683349609;-5,11169433594
Back pelvis;0,650434;0,890625;-0,2109375;0,370361328125;-17,5018310547;10,4751586914;34,4543457031
Front pelvis;0,651995;1,2470703125;0,052490234375;0,0263671875;-33,5083007812;32,9895019531;20,9197998047
Belly button;0,653280;0,3720703125;0,98974609375;0,128173828125;-41,9616699219;7,57598876953;7,64465332031
Sternum;0,654522;0,56982421875;0,12158203125;0,654296875;-4,92858886719;1,26647949219;1,29699707031
Head;0,658910;0,961181640625;-0,034912109375;0,303466796875;-0,892639160156;-22,5143432617;9,68933105469
Left thigh;0,663859;-0,04150390625;-0,899658203125;-0,046875;19,6380615234;-30,7235717773;-25,6958007812
Left tibia;0,665307;0,078369140625;-1,06469726562;-0,30615234375;0,0;-18,2800292969;11,1083984375
Left foot;0,667297;0,421875;0,008056640625;0,9267578125;2,24304199219;-9,49859619141;-7,10296630859
Right thigh;0,671505;0,241943359375;-1,12963867188;0,272216796875;12,9241943359;75,1571655273;57,0678710938
Right tibia;0,672918;0,47119140625;-1,06201171875;0,288330078125;5,55419921875;38,4674072266;229,011535645
Right foot;0,676454;1,99993896484;-0,470947265625;0,33935546875;-31,3262939453;25,9857177734;-6,9580078125
Left hand;0,677975;0,978515625;0,2353515625;0,314697265625;21,1791992188;-2,39562988281;5,57708740234
Left forearm;0,685152;0,03125;-0,5107421875;0,127197265625;6,4697265625;-102,355957031;9,25445556641
Left biceps;0,686605;0,01611328125;-1,06103515625;0,0107421875;-15,1596069336;32,1807861328;11,6500854492
Right hand;0,688294;1,00439453125;-0,085693359375;0,076416015625;-48,33984375;-6,43157958984;-31,0134887695
Right forearm;0,689741;-0,251708984375;-1,06030273438;0,335205078125;33,1954956055;38,5437011719;14,5263671875
Right biceps;0,692482;-0,023681640625;-0,908203125;0,166259765625;7,82012939453;86,6088867188;-20,2102661133
Left shoulder;0,694030;-0,02001953125;0,93896484375;0,4306640625;24,8489379883;-22,1862792969;-10,0631713867
Right shoulder;0,695508;-0,66357421875;0,810546875;0,486572265625;16,3803100586;-11,5661621094;-7,85064697266
Back pelvis;0,696753;1,0048828125;-0,190185546875;0,40478515625;-0,694274902344;45,5551147461;29,541015625
Front pelvis;0,699342;1,09155273438;0,13037109375;0,092529296875;-30,632019043;15,0146484375;-10,2615356445
Belly button;0,700550;0,37255859375;0,992919921875;0,02392578125;-55,1300048828;0,900268554688;-4,07409667969
Sternum;0,701721;0,59326171875;0,14453125;0,6826171875;-4,53186035156;-0,0152587890625;5,97381591797
Head;0,702905;1,04541015625;-0,0810546875;0,317626953125;-4,150390625;-21,4920043945;10,5590820312
Left thigh;0,705303;0,184326171875;-1,01831054688;-0,186767578125;1,85394287109;-64,7430419922;-14,5874023438
Left tibia;0,706453;0,399169921875;-0,903076171875;-0,131591796875;18,0816650391;-51,5060424805;11,6424560547
Left foot;0,707702;0,3974609375;0,000732421875;0,89990234375;-0,694274902344;-3,63159179688;-0,564575195312
Right thigh;0,708886;0,300048828125;-1,2138671875;0,310546875;-0,778198242188;120,811462402;102,584838867
Right tibia;0,711311;0,592529296875;-1,00170898438;0,2138671875;19,1802978516;56,5185546875;227,615356445
Right foot;0,712500;0,826171875;-0,635009765625;0,51416015625;-13,3895874023;-37,1322631836;-64,4226074219
Left hand;0,713664;1,0078125;0,23388671875;0,29248046875;26,9927978516;-3,40270996094;-4,87518310547
Left forearm;0,714829;0,10693359375;-0,88427734375;0,236083984375;-14,9612426758;-58,9904785156;31,6848754883
Left biceps;0,717128;-0,00146484375;-0,8125;0,06787109375;-3,26538085938;-10,7345581055;21,1029052734
Right hand;0,718290;0,954833984375;-0,09521484375;0,094482421875;-56,0913085938;-21,7590332031;-26,4739990234
Right forearm;0,719527;-0,002685546875;-0,979248046875;0,224853515625;34,5993041992;38,6581420898;10,7879638672
Right biceps;0,720696;-0,1767578125;-0,9287109375;0,15966796875;-9,07135009766;80,0628662109;-21,1563110352
Left shoulder;0,723087;0,0224609375;0,927001953125;0,48828125;27,9541015625;-25,8331298828;-11,9552612305
Right shoulder;0,724297;-0,4990234375;0,7041015625;0,414794921875;17,1813964844;-21,1334228516;-13,053894043
Back pelvis;0,725491;1,0205078125;-0,18994140625;0,39990234375;-0,274658203125;65,7958984375;16,2963867188
Front pelvis;0,726732;1,244140625;-0,055908203125;-0,249267578125;-17,822265625;-5,4931640625;-4,95147705078
Belly button;0,729350;0,24462890625;0,883056640625;-0,205078125;-36,6668701172;-9,06372070312;-6,87408447266
Sternum;0,730564;0,5927734375;0,127197265625;0,739990234375;-2,34985351562;2,02178955078;6,87408447266
Head;0,731856;1,3525390625;-0,064453125;0,283203125;-12,3596191406;-16,9372558594;5,57708740234
Left thigh;0,733037;0,196533203125;-0,97900390625;-0,31640625;12,9547119141;0,503540039062;-8,92639160156
Left tibia;0,735829;0,3818359375;-0,876220703125;-0,1279296875;2,18963623047;-20,3857421875;17,6544189453
Left foot;0,737139;0,45458984375;-0,003662109375;0,91455078125;0,625610351562;-0,236511230469;-0,694274902344
Right thigh;0,738348;0,8388671875;-0,967041015625;0,136962890625;25,3219604492;31,120300293;125,709533691
Right tibia;0,739629;0,6298828125;-0,944580078125;0,181396484375;-1,81579589844;86,7080688477;171,897888184
Right foot;0,741997;1,99993896484;0,3525390625;1,21508789062;-88,4399414062;-83,3129882812;77,9724121094
Left hand;0,743231;1,1181640625;0,2119140625;0,29296875;27,4276733398;1,09100341797;-11,2533569336
Left forearm;0,744431;-0,04150390625;-0,874267578125;0,142822265625;-13,0615234375;-26,8783569336;57,991027832
Left biceps;0,745602;0,094482421875;-0,759033203125;0,05859375;4,41741943359;-27,4887084961;26,8096923828
Right hand;0,747980;1,01928710938;-0,07373046875;0,12451171875;-24,90234375;-27,1835327148;-32,3791503906
Right forearm;0,749232;0,015625;-0,892578125;0,144287109375;30,2047729492;46,6690063477;1,62506103516
Right biceps;0,750425;-0,1220703125;-0,944580078125;0,203125;-25,6805419922;40,3060913086;-16,7846679688
Left shoulder;0,751669;0,022216796875;1,01879882812;0,44970703125;22,5524902344;-27,0309448242;-11,833190918
Right shoulder;0,754022;-0,336181640625;0,6083984375;0,5048828125;12,7792358398;-23,1246948242;-17,0211791992
Back pelvis;0,755200;0,894287109375;0,074951171875;0,292236328125;-32,096862793;26,4282226562;2,30407714844
Front pelvis;0,756362;0,883056640625;0,24267578125;-0,123779296875;8,31604003906;16,1666870117;-1,41143798828
Belly button;0,757520;0,276123046875;0,91748046875;0,056640625;9,05609130859;-4,21905517578;-9,91058349609
Sternum;0,759938;0,6005859375;0,1630859375;0,784423828125;3,95202636719;2,45666503906;14,5721435547
Head;0,761173;0,975341796875;-0,1064453125;0,28125;-21,7666625977;-25,6423950195;-1,60217285156
Left thigh;0,762499;0,357666015625;-0,941162109375;-0,029052734375;21,7895507812;53,0700683594;-18,4173583984
Left tibia;0,763772;0,45751953125;-0,833984375;-0,11083984375;-3,20434570312;-14,4577026367;23,5977172852
Left foot;0,766097;0,532958984375;0,060791015625;0,923828125;-7,37762451172;1,953125;0,747680664062
Right thigh;0,767284;0,74560546875;-1,15600585938;-0,059326171875;7,21740722656;-1,23596191406;101,142883301
Right tibia;0,768455;0,580322265625;-0,989501953125;0,114990234375;-14,2288208008;58,6776733398;105,422973633
Right foot;0,769607;0,3779296875;0,68896484375;0,75634765625;-129,264831543;-61,0733032227;-55,2291870117
Left hand;0,771950;1,25317382812;0,163330078125;0,309814453125;26,0696411133;5,59234619141;-12,6724243164
Left forearm;0,773102;-0,03369140625;-0,708740234375;0,172119140625;-36,865234375;-39,8712158203;45,295715332
Left biceps;0,774303;0,19091796875;-0,725341796875;0,010498046875;1,953125;-12,3672485352;23,7121582031
Right hand;0,775531;1,02392578125;-0,017822265625;0,116455078125;-11,71875;-17,2348022461;-44,6701049805
Right forearm;1,327025;0,00146484375;-1,08959960938;0,1923828125;24,5819091797;57,7011108398;-21,2554931641
Right biceps;1,329331;-0,057861328125;-0,8818359375;0,22265625;-27,214050293;32,7682495117;-16,2887573242
Left shoulder;1,331508;0,037841796875;0,893310546875;0,37939453125;16,1285400391;-19,4549560547;-22,6669311523
Right shoulder;1,340202;-0,59375;0,83203125;0,2568359375;-9,27734375;2,49481201172;15,5181884766
Back pelvis;1,344503;0,783447265625;-0,07275390625;0,294189453125;-35,4843139648;-9,61303710938;-14,6331787109
Front pelvis;1,346089;0,87646484375;0,2578125;0,065185546875;0,137329101562;21,3775634766;-19,3328857422
Belly button;1,352070;0,4140625;1,095703125;-0,0830078125;20,1110839844;24,5971679688;-12,4206542969
Sternum;1,353804;0,625244140625;0,197998046875;0,82666015625;0,579833984375;10,5209350586;16,0598754883
Head;1,357400;1,33178710938;-0,2373046875;0,270263671875;-22,3388671875;-20,4849243164;3,66973876953
Left thigh;1,359852;0,375732421875;-0,953369140625;-0,061279296875;42,0761108398;49,8886108398;-104,675292969
Left tibia;1,361459;0,41748046875;-0,867919921875;-0,05078125;-12,1002197266;-3,35693359375;31,0745239258
Left foot;1,362961;0,728759765625;-0,018798828125;0,8671875;-11,3906860352;-13,3209228516;-6,48498535156
Right thigh;1,365810;0,510986328125;-0,902587890625;0,283447265625;2,86102294922;0,259399414062;89,3096923828
Right tibia;1,367550;0,48583984375;-0,98974609375;-0,00146484375;-7,43865966797;-2,18200683594;6,13403320312
Right foot;1,369022;-0,22802734375;-0,748779296875;0,90625;-39,192199707;-74,6765136719;-28,3889770508
Left hand;1,370408;1,27709960938;0,2021484375;0,29931640625;12,5579833984;6,31713867188;-9,41467285156
Left forearm;1,373525;0,080078125;-0,802001953125;0,2470703125;-46,2875366211;-26,5655517578;49,1104125977
Left biceps;1,374954;0,169677734375;-0,780029296875;0,02587890625;4,18853759766;-1,33514404297;18,928527832
Right hand;1,377700;0,991455078125;0,03662109375;0,123291015625;-36,8957519531;-8,51440429688;-50,895690918
Right forearm;1,379391;0,000244140625;-1,03857421875;0,16455078125;26,0314941406;78,483581543;-35,5682373047
Right biceps;1,382194;-0,141845703125;-0,809326171875;0,18017578125;-14,3508911133;49,9725341797;-10,7345581055
Left shoulder;1,383710;0,05029296875;0,818115234375;0,32666015625;20,1950073242;-18,1732177734;-20,6527709961
Right shoulder;1,385104;-0,460693359375;0,71630859375;0,189208984375;-18,1274414062;-2,14385986328;18,3029174805
Back pelvis;1,386508;0,852783203125;-0,1923828125;0,270263671875;-16,2506103516;10,5361938477;-5,18798828125
Front pelvis;1,389471;0,84326171875;0,131591796875;-0,066162109375;3,75366210938;2,17437744141;-24,0707397461
Belly button;1,390897;0,344482421875;1,0537109375;-0,037109375;1,49536132812;13,5803222656;3,91387939453
Sternum;1,392297;0,673828125;0,228515625;0,838623046875;1,91497802734;9,20104980469;17,7841186523
Head;1,393681;1,2314453125;-0,270263671875;0,285400390625;-19,6990966797;-3,74603271484;5,18035888672
Left thigh;1,396942;-0,23779296875;-1,14794921875;0,209716796875;31,2576293945;35,9268188477;-115,036010742
Left tibia;1,398377;0,41845703125;-0,8466796875;-0,13916015625;-20,4544067383;11,0702514648;35,285949707
Left foot;1,399904;0,47802734375;0,02001953125;0,926025390625;-17,5323486328;-36,3159179688;-10,3988647461
Right thigh;1,401327;0,471435546875;-0,687744140625;0,09912109375;6,97326660156;15,2053833008;70,3659057617
Right tibia;1,404307;0,47021484375;-1,33129882812;-0,38330078125;-27,1453857422;-105,110168457;-93,7805175781
Right foot;1,405714;0,010498046875;-0,489501953125;1,15625;-8,1787109375;-34,5916748047;-23,1170654297
Left hand;1,407203;1,26684570312;0,248046875;0,2685546875;-8,01086425781;6,20269775391;-9,78851318359
