1534707213.13813495635986328125, [64, 40, 247, 192]
1534707217.4710199832916259765625, [64, 136, 247, 232]
1534707217.471520900726318359375, [64, 120, 247, 160]
1534707217.472014904022216796875, [64, 240, 248, 40]
1534707217.472505092620849609375, [64, 72, 247, 192]
1534707217.4729950428009033203125, [64, 88, 247, 200]
1534707217.473475933074951171875, [64, 104, 247, 168]
1534707217.473957061767578125, [64, 40, 247, 176]
1534707217.4744870662689208984375, [63, 160, 248, 40]
1534707217.4750030040740966796875, [64, 8, 248, 8]
1534707217.4755051136016845703125, [64, 0, 248, 168]
1534707217.475994110107421875, [64, 32, 247, 240]
1534707217.47649288177490234375, [64, 88, 248, 8]
1534707217.4829719066619873046875, [64, 88, 247, 176]
1534707217.487071990966796875, [64, 224, 248, 64]
1534707217.487945079803466796875, [64, 112, 248, 88]
1534707217.4886569976806640625, [64, 16, 248, 40]
1534707217.489276885986328125, [64, 0, 247, 160]
1534707217.4898679256439208984375, [63, 200, 247, 208]
1534707217.49065399169921875, [64, 144, 247, 240]
1534707217.4913079738616943359375, [64, 128, 247, 112]
1534707217.4919109344482421875, [63, 184, 248, 56]
1534707217.492496967315673828125, [64, 80, 247, 152]
1534707217.49308300018310546875, [64, 32, 247, 248]
1534707217.4949719905853271484375, [64, 112, 248, 24]
1534707217.4958178997039794921875, [64, 184, 247, 248]
1534707217.4964740276336669921875, [64, 176, 248, 8]
1534707217.5031950473785400390625, [63, 240, 247, 168]
1534707217.50405406951904296875, [63, 232, 248, 16]
1534707217.50469493865966796875, [63, 176, 247, 184]
1534707217.5052731037139892578125, [64, 72, 247, 216]
1534707217.50629901885986328125, [64, 24, 247, 152]
1534707217.507213115692138671875, [63, 160, 247, 176]
1534707217.50782489776611328125, [64, 64, 247, 136]
1534707217.5083949565887451171875, [64, 128, 247, 248]
1534707217.5089509487152099609375, [64, 104, 247, 176]
1534707217.5095729827880859375, [64, 112, 247, 192]
1534707217.5109550952911376953125, [64, 16, 248, 8]
1534707217.511663913726806640625, [64, 40, 247, 128]
1534707217.514996051788330078125, [64, 24, 247, 184]
1534707217.5158369541168212890625, [64, 24, 247, 200]
1534707217.5164721012115478515625, [64, 56, 247, 248]
1534707217.5170829296112060546875, [63, 240, 247, 200]
1534707217.517695903778076171875, [64, 120, 248, 0]
1534707217.518292903900146484375, [64, 40, 247, 152]
1534707217.519134044647216796875, [64, 104, 248, 128]
1534707217.5197579860687255859375, [64, 176, 247, 112]
1534707217.5204219818115234375, [64, 80, 247, 160]
1534707217.520986080169677734375, [64, 32, 247, 168]
1534707217.521502017974853515625, [64, 32, 247, 216]
1534707217.521996021270751953125, [63, 224, 248, 0]
1534707217.5226171016693115234375, [64, 216, 247, 96]
1534707217.5231649875640869140625, [63, 200, 248, 88]
1534707217.52367496490478515625, [64, 32, 247, 176]
1534707217.52447509765625, [64, 96, 247, 96]
1534707217.5250480175018310546875, [63, 192, 247, 200]
1534707217.5256240367889404296875, [64, 24, 247, 152]
1534707217.526134967803955078125, [63, 232, 248, 48]
1534707217.5268580913543701171875, [64, 72, 248, 8]
1534707217.527430057525634765625, [64, 88, 247, 120]
1534707217.527945995330810546875, [64, 88, 247, 200]
1534707217.528438091278076171875, [64, 160, 247, 184]
1534707217.5289208889007568359375, [64, 56, 248, 40]
1534707217.529405117034912109375, [63, 248, 247, 232]
1534707217.5298769474029541015625, [64, 128, 247, 160]
1534707217.5303509235382080078125, [63, 232, 247, 128]
1534707217.531011104583740234375, [64, 88, 247, 144]
1534707217.5315248966217041015625, [64, 136, 248, 16]
1534707217.53201198577880859375, [64, 64, 247, 216]
1534707217.532496929168701171875, [64, 128, 247, 176]
1534707217.5329740047454833984375, [63, 136, 247, 224]
1534707217.5334498882293701171875, [64, 64, 247, 72]
1534707217.5339210033416748046875, [64, 0, 247, 144]
1534707217.5343930721282958984375, [64, 88, 247, 120]
1534707217.5350549221038818359375, [64, 88, 248, 56]
1534707217.535572052001953125, [64, 48, 248, 56]
1534707217.536117076873779296875, [63, 184, 247, 232]
1534707217.5366261005401611328125, [64, 80, 248, 48]
1534707217.5371220111846923828125, [64, 88, 247, 232]
1534707217.53769207000732421875, [64, 8, 247, 136]
1534707217.5382239818572998046875, [64, 128, 248, 32]
1534707217.5388190746307373046875, [64, 128, 247, 160]
1534707217.5393340587615966796875, [64, 112, 247, 120]
1534707217.53983211517333984375, [64, 0, 247, 216]
1534707217.5403289794921875, [64, 128, 247, 168]
1534707217.5408279895782470703125, [64, 136, 247, 232]
1534707217.5413448810577392578125, [64, 96, 248, 152]
1534707217.541841030120849609375, [64, 112, 247, 232]
1534707217.5423290729522705078125, [64, 32, 248, 24]
1534707217.5428869724273681640625, [64, 184, 247, 160]
1534707217.5433909893035888671875, [64, 0, 247, 136]
1534707217.5438849925994873046875, [63, 248, 247, 192]
1534707217.5443820953369140625, [64, 24, 248, 24]
1534707217.544868946075439453125, [64, 104, 248, 96]
1534707217.5453569889068603515625, [64, 104, 247, 216]
1534707217.5458590984344482421875, [64, 136, 247, 232]
1534707217.546349048614501953125, [64, 48, 248, 40]
1534707217.5469739437103271484375, [64, 24, 247, 224]
1534707217.5474851131439208984375, [64, 0, 247, 200]
1534707217.54798603057861328125, [64, 40, 248, 0]
1534707217.54848194122314453125, [64, 32, 248, 8]
1534707217.5489699840545654296875, [64, 72, 248, 40]
1534707217.5494549274444580078125, [64, 48, 247, 216]
1534707217.5499460697174072265625, [64, 56, 247, 240]
1534707217.55047893524169921875, [64, 136, 247, 232]
1534707217.550983905792236328125, [64, 64, 248, 80]
1534707217.5514919757843017578125, [64, 96, 248, 48]
1534707217.5519831180572509765625, [64, 40, 248, 56]
1534707217.55247402191162109375, [63, 232, 247, 184]
1534707217.5529611110687255859375, [63, 224, 247, 224]
1534707217.55344295501708984375, [64, 96, 248, 88]
1534707217.55393505096435546875, [64, 64, 247, 96]
1534707217.5544579029083251953125, [64, 64, 248, 64]
1534707217.5549640655517578125, [64, 8, 247, 216]
1534707217.5554640293121337890625, [64, 24, 248, 56]
1534707217.5559589862823486328125, [63, 224, 247, 168]
1534707217.556457996368408203125, [64, 112, 247, 208]
1534707217.556991100311279296875, [64, 48, 248, 160]
1534707217.5574939250946044921875, [64, 80, 247, 240]
1534707217.5579969882965087890625, [64, 208, 247, 224]
1534707217.5585129261016845703125, [64, 64, 247, 184]
1534707217.5590050220489501953125, [64, 112, 247, 136]
1534707217.5595109462738037109375, [63, 232, 247, 144]
1534707217.5600070953369140625, [64, 40, 247, 240]
1534707217.5604999065399169921875, [64, 120, 247, 216]
1534707217.561005115509033203125, [63, 160, 247, 200]
1534707217.561503887176513671875, [63, 120, 247, 208]
1534707217.561995029449462890625, [64, 80, 247, 160]
1534707217.562510967254638671875, [64, 88, 247, 240]
1534707217.5630080699920654296875, [63, 240, 247, 240]
1534707217.563498020172119140625, [63, 240, 247, 72]
1534707217.5642650127410888671875, [64, 8, 247, 104]
1534707217.564836978912353515625, [64, 88, 247, 248]
1534707217.5653629302978515625, [64, 80, 247, 136]
1534707217.5658729076385498046875, [64, 120, 247, 128]
1534707217.5663740634918212890625, [64, 104, 247, 208]
1534707217.566958904266357421875, [64, 112, 247, 128]
1534707217.5674669742584228515625, [64, 64, 247, 192]
1534707217.5680179595947265625, [64, 112, 248, 8]
1534707217.568543910980224609375, [64, 32, 247, 208]
1534707217.5690460205078125, [64, 40, 247, 240]
1534707217.5695359706878662109375, [64, 72, 247, 192]
1534707217.5700299739837646484375, [64, 16, 247, 120]
1534707217.5705339908599853515625, [64, 40, 247, 128]
1534707217.5710198879241943359375, [64, 48, 247, 216]
1534707217.5715119838714599609375, [64, 32, 248, 8]
1534707217.5719978809356689453125, [64, 0, 248, 88]
1534707217.5724909305572509765625, [64, 24, 248, 32]
1534707217.572968959808349609375, [64, 48, 247, 232]
1534707217.5734488964080810546875, [64, 32, 247, 192]
1534707217.573934078216552734375, [64, 32, 247, 200]
1534707217.5744769573211669921875, [63, 224, 247, 112]
1534707217.574986934661865234375, [64, 144, 248, 32]
1534707217.5754849910736083984375, [64, 32, 247, 80]
1534707217.5759708881378173828125, [64, 144, 248, 32]
1534707217.57645893096923828125, [64, 72, 247, 192]
1534707217.576962947845458984375, [64, 120, 247, 232]
1534707217.5774610042572021484375, [64, 128, 247, 176]
1534707217.5779459476470947265625, [64, 104, 247, 248]
1534707217.5785119533538818359375, [64, 40, 248, 120]
1534707217.57903003692626953125, [63, 184, 247, 144]
1534707217.57952404022216796875, [63, 232, 247, 192]
1534707217.5800149440765380859375, [64, 160, 247, 184]
1534707217.5804989337921142578125, [64, 24, 247, 192]
1534707217.58098506927490234375, [64, 104, 247, 128]
1534707217.5814800262451171875, [64, 152, 248, 16]
1534707217.582106113433837890625, [64, 56, 247, 112]
1534707217.58267688751220703125, [64, 72, 247, 184]
1534707217.5831930637359619140625, [64, 56, 247, 208]
1534707217.583692073822021484375, [64, 104, 247, 224]
1534707217.5842030048370361328125, [63, 248, 247, 144]
1534707217.58469295501708984375, [64, 56, 247, 184]
1534707217.58518505096435546875, [64, 8, 248, 56]
1534707217.5856859683990478515625, [64, 152, 247, 200]
1534707217.58617401123046875, [64, 0, 247, 160]
1534707217.58670711517333984375, [63, 184, 247, 176]
1534707217.587214946746826171875, [64, 32, 248, 80]
1534707217.5877149105072021484375, [63, 176, 247, 208]
1534707217.588222026824951171875, [64, 80, 247, 104]
1534707217.5887629985809326171875, [64, 88, 248, 8]
1534707217.589270114898681640625, [64, 136, 248, 8]
1534707217.5897700786590576171875, [64, 112, 247, 216]
1534707217.590260028839111328125, [63, 176, 247, 168]
1534707217.59082508087158203125, [64, 120, 247, 184]
1534707217.5913369655609130859375, [64, 72, 247, 176]
1534707217.59183406829833984375, [64, 56, 247, 160]
1534707217.5923249721527099609375, [64, 32, 248, 72]
1534707217.5928189754486083984375, [64, 48, 247, 184]
1534707217.593306064605712890625, [64, 24, 247, 232]
1534707217.593791961669921875, [64, 136, 247, 200]
1534707217.5942840576171875, [64, 0, 247, 152]
1534707217.59484004974365234375, [64, 104, 247, 248]
1534707217.5953509807586669921875, [64, 72, 248, 32]
1534707217.59584808349609375, [64, 192, 247, 72]
1534707217.59634494781494140625, [64, 104, 247, 120]
1534707217.596836090087890625, [64, 40, 247, 240]
1534707217.597323894500732421875, [64, 200, 247, 184]
1534707217.5978119373321533203125, [64, 8, 247, 152]
1534707217.598300933837890625, [64, 88, 247, 224]
1534707217.5988900661468505859375, [64, 112, 247, 200]
1534707217.5994110107421875, [64, 184, 247, 240]
1534707217.5999081134796142578125, [64, 88, 247, 136]
1534707217.600408077239990234375, [64, 104, 247, 96]
1534707217.6009008884429931640625, [63, 120, 248, 0]
1534707217.6013929843902587890625, [64, 120, 247, 176]
1534707217.6018879413604736328125, [63, 248, 247, 80]
1534707217.60237407684326171875, [64, 8, 247, 200]
1534707217.602921962738037109375, [64, 136, 247, 160]
1534707217.60367107391357421875, [64, 8, 247, 232]
1534707217.6042459011077880859375, [63, 240, 247, 152]
1534707217.6047689914703369140625, [64, 128, 248, 8]
1534707217.60527706146240234375, [64, 104, 247, 192]
1534707217.60577392578125, [64, 152, 247, 72]
1534707217.6062641143798828125, [64, 56, 247, 192]
1534707217.60684108734130859375, [64, 96, 247, 144]
1534707217.607357025146484375, [64, 56, 247, 176]
1534707217.6078550815582275390625, [64, 80, 247, 168]
1534707217.6083528995513916015625, [64, 112, 248, 16]
1534707217.60884189605712890625, [64, 136, 247, 192]
1534707217.6093280315399169921875, [64, 88, 247, 248]
1534707217.6098620891571044921875, [64, 96, 247, 72]
1534707217.6103649139404296875, [64, 120, 247, 184]
1534707217.6109330654144287109375, [63, 248, 248, 24]
1534707217.6114408969879150390625, [64, 48, 247, 208]
1534707217.611937999725341796875, [64, 112, 247, 184]
1534707217.6124360561370849609375, [64, 16, 248, 16]
1534707217.6129310131072998046875, [64, 120, 247, 224]
1534707217.6134259700775146484375, [63, 176, 248, 32]
1534707217.613913059234619140625, [63, 112, 247, 224]
1534707217.61439990997314453125, [64, 56, 248, 8]
1534707217.623056888580322265625, [63, 248, 247, 176]
1534707217.6239640712738037109375, [64, 104, 247, 128]
1534707217.6246159076690673828125, [64, 72, 248, 0]
1534707217.625215053558349609375, [64, 80, 247, 144]
1534707217.625782012939453125, [63, 176, 247, 176]
1534707217.626349925994873046875, [64, 16, 247, 176]
1534707217.6272261142730712890625, [64, 104, 248, 0]
1534707217.627841949462890625, [64, 48, 247, 144]
1534707217.6303958892822265625, [64, 56, 248, 48]
1534707217.63150310516357421875, [63, 152, 248, 104]
1534707217.6321680545806884765625, [64, 88, 247, 232]
1534707217.632772922515869140625, [64, 88, 248, 72]
1534707217.6333639621734619140625, [64, 8, 247, 216]
1534707217.6339519023895263671875, [64, 56, 247, 104]
1534707217.6382350921630859375, [64, 128, 247, 184]
1534707217.6391201019287109375, [63, 200, 247, 224]
1534707217.6398088932037353515625, [64, 40, 248, 32]
1534707217.640450954437255859375, [64, 200, 247, 208]
1534707217.6410720348358154296875, [64, 24, 247, 128]
1534707217.641726970672607421875, [64, 64, 247, 160]
1534707217.6423499584197998046875, [64, 48, 247, 224]
1534707217.6431229114532470703125, [64, 56, 247, 40]
1534707217.6437380313873291015625, [64, 64, 247, 144]
1534707217.6443259716033935546875, [64, 144, 247, 216]
1534707217.64698505401611328125, [64, 32, 248, 80]
1534707217.6481940746307373046875, [64, 32, 247, 240]
1534707217.648889064788818359375, [64, 104, 247, 144]
1534707217.6494910717010498046875, [64, 112, 247, 176]
1534707217.65007495880126953125, [64, 104, 247, 184]
1534707217.6508910655975341796875, [64, 216, 247, 192]
1534707217.6551001071929931640625, [64, 32, 247, 240]
1534707217.65598297119140625, [64, 8, 247, 80]
1534707217.6566410064697265625, [64, 8, 247, 40]
1534707217.657249927520751953125, [64, 112, 247, 240]
1534707217.657866001129150390625, [64, 200, 247, 176]
1534707217.658648967742919921875, [64, 96, 248, 120]
1534707217.6593101024627685546875, [63, 248, 247, 176]
1534707217.6599400043487548828125, [64, 152, 248, 8]
1534707217.66055393218994140625, [64, 0, 248, 0]
1534707217.6611220836639404296875, [64, 96, 247, 152]
1534707217.6616389751434326171875, [64, 40, 247, 200]
1534707217.662125110626220703125, [64, 72, 248, 56]
1534707217.662754058837890625, [64, 24, 248, 16]
1534707217.663302898406982421875, [64, 24, 247, 208]
1534707217.6638090610504150390625, [64, 32, 247, 0]
1534707217.6643021106719970703125, [64, 120, 248, 72]
1534707217.664782047271728515625, [64, 104, 248, 24]
1534707217.665256023406982421875, [64, 200, 247, 224]
1534707217.6657390594482421875, [64, 200, 248, 72]
1534707217.6662540435791015625, [64, 96, 247, 168]
1534707217.6670360565185546875, [64, 136, 247, 32]
1534707217.6675980091094970703125, [64, 72, 248, 112]
1534707217.668098926544189453125, [63, 224, 247, 216]
1534707217.6685879230499267578125, [64, 136, 247, 232]
1534707217.6690680980682373046875, [64, 208, 247, 200]
1534707217.6695439815521240234375, [64, 128, 247, 112]
1534707217.6703178882598876953125, [64, 48, 247, 232]
1534707217.6710789203643798828125, [64, 128, 247, 128]
1534707217.6716129779815673828125, [63, 120, 247, 248]
1534707217.6721079349517822265625, [64, 72, 248, 24]
1534707217.67259502410888671875, [64, 40, 248, 24]
1534707217.67308807373046875, [64, 96, 247, 216]
1534707217.67356109619140625, [63, 240, 247, 248]
1534707217.67403697967529296875, [63, 200, 247, 248]
1534707217.674582004547119140625, [64, 80, 248, 40]
1534707217.675550937652587890625, [63, 240, 247, 232]
1534707217.6763160228729248046875, [64, 240, 247, 104]
1534707217.6767981052398681640625, [64, 80, 247, 120]
1534707217.677278995513916015625, [65, 0, 247, 120]
1534707217.67784404754638671875, [64, 216, 247, 192]
1534707217.67833995819091796875, [63, 232, 248, 40]
1534707217.6800220012664794921875, [64, 72, 247, 152]
1534707217.6809940338134765625, [64, 48, 247, 160]
1534707217.68159389495849609375, [64, 48, 247, 136]
1534707217.6822960376739501953125, [63, 192, 247, 64]
1534707217.6830050945281982421875, [64, 32, 247, 152]
1534707217.6836090087890625, [64, 56, 248, 48]
1534707217.68418788909912109375, [64, 120, 247, 216]
1534707217.6847689151763916015625, [64, 128, 247, 104]
1534707217.6853420734405517578125, [64, 120, 247, 208]
1534707217.6859710216522216796875, [64, 32, 247, 136]
1534707217.6865749359130859375, [63, 176, 247, 80]
1534707217.687159061431884765625, [63, 224, 248, 32]
1534707217.6877329349517822265625, [64, 112, 247, 216]
1534707217.6882970333099365234375, [64, 48, 247, 168]
1534707217.68885898590087890625, [64, 40, 247, 224]
1534707217.6894180774688720703125, [64, 160, 247, 160]
1534707217.6899840831756591796875, [64, 144, 247, 128]
1534707217.690558910369873046875, [64, 56, 248, 64]
1534707217.6911189556121826171875, [63, 208, 247, 72]
1534707217.6916849613189697265625, [64, 208, 248, 16]
1534707217.6922490596771240234375, [64, 96, 247, 144]
1534707217.6928079128265380859375, [64, 48, 248, 8]
1534707217.6933739185333251953125, [63, 248, 247, 128]
1534707217.693933963775634765625, [64, 96, 247, 104]
1534707217.69450092315673828125, [64, 152, 247, 144]
1534707217.6950609683990478515625, [64, 184, 248, 64]
1534707217.695620059967041015625, [64, 72, 247, 200]
1534707217.6961839199066162109375, [64, 120, 247, 200]
1534707217.6967461109161376953125, [64, 64, 247, 152]
1534707217.697307109832763671875, [63, 248, 247, 208]
1534707217.6979091167449951171875, [64, 144, 248, 40]
1534707217.6985309123992919921875, [63, 248, 248, 0]
1534707217.69911289215087890625, [64, 88, 247, 200]
1534707217.6996829509735107421875, [64, 128, 247, 48]
1534707217.700233936309814453125, [64, 32, 247, 240]
1534707217.7007849216461181640625, [64, 128, 248, 0]
1534707217.7013280391693115234375, [64, 88, 247, 160]
1534707217.70187091827392578125, [63, 232, 247, 144]
1534707217.7024910449981689453125, [64, 104, 248, 40]
1534707217.7030808925628662109375, [64, 88, 247, 104]
1534707217.7036650180816650390625, [64, 240, 247, 152]
1534707217.7042338848114013671875, [64, 136, 248, 40]
1534707217.7048079967498779296875, [64, 56, 247, 168]
1534707217.70536899566650390625, [64, 128, 247, 152]
1534707217.7059319019317626953125, [64, 24, 247, 176]
1534707217.7064990997314453125, [63, 184, 247, 200]
1534707217.7070720195770263671875, [64, 80, 247, 224]
1534707217.70763492584228515625, [64, 80, 247, 192]
1534707217.70819091796875, [64, 0, 247, 152]
1534707217.708753108978271484375, [64, 32, 247, 168]
1534707217.709311962127685546875, [63, 184, 247, 136]
1534707217.7099208831787109375, [63, 240, 247, 128]
1534707217.7105159759521484375, [64, 0, 248, 48]
1534707217.7110960483551025390625, [63, 184, 248, 0]
1534707217.7116620540618896484375, [63, 248, 247, 200]
1534707217.71222209930419921875, [64, 40, 247, 248]
1534707217.7127931118011474609375, [64, 32, 247, 200]
1534707217.7133600711822509765625, [64, 224, 247, 136]
1534707217.7139179706573486328125, [64, 96, 247, 72]
1534707217.714498043060302734375, [64, 40, 247, 248]
1534707217.71506595611572265625, [64, 120, 247, 120]
1534707217.7156250476837158203125, [65, 8, 248, 64]
1534707217.7165069580078125, [64, 80, 247, 152]
1534707217.717154979705810546875, [64, 64, 247, 208]
1534707217.7177588939666748046875, [64, 96, 247, 112]
1534707217.7183380126953125, [64, 144, 247, 152]
1534707217.719006061553955078125, [64, 136, 247, 232]
1534707217.7195889949798583984375, [64, 64, 248, 80]
1534707217.72017002105712890625, [63, 192, 248, 144]
1534707217.7207400798797607421875, [64, 104, 247, 184]
1534707217.72130298614501953125, [64, 0, 247, 144]
1534707217.7218649387359619140625, [64, 56, 247, 232]
1534707217.7225339412689208984375, [64, 224, 247, 240]
1534707217.7231309413909912109375, [63, 128, 247, 104]
1534707217.7237141132354736328125, [64, 24, 247, 144]
1534707217.72428607940673828125, [63, 240, 247, 96]
1534707217.724853038787841796875, [64, 0, 247, 184]
1534707217.7254250049591064453125, [63, 208, 247, 232]
1534707217.72599506378173828125, [64, 128, 247, 144]
1534707217.7265660762786865234375, [64, 144, 248, 88]
1534707217.7271289825439453125, [63, 240, 247, 224]
1534707217.727693080902099609375, [64, 8, 248, 24]
1534707217.72825908660888671875, [64, 136, 247, 176]
1534707217.7288219928741455078125, [64, 0, 247, 224]
1534707217.729384899139404296875, [64, 64, 247, 200]
1534707217.729949951171875, [64, 176, 248, 8]
1534707217.7305209636688232421875, [64, 160, 247, 120]
1534707217.7310850620269775390625, [64, 72, 247, 120]
1534707217.731647014617919921875, [64, 40, 247, 240]
1534707217.7322070598602294921875, [64, 8, 247, 224]
1534707217.732760906219482421875, [63, 200, 248, 40]
1534707217.733316898345947265625, [63, 192, 247, 160]
1534707217.7338740825653076171875, [64, 144, 248, 72]
1534707217.734529972076416015625, [64, 16, 248, 40]
1534707217.735125064849853515625, [63, 208, 248, 24]
1534707217.73569488525390625, [63, 184, 248, 112]
1534707217.7362639904022216796875, [64, 0, 247, 64]
1534707217.73682308197021484375, [63, 248, 247, 72]
1534707217.737390041351318359375, [64, 136, 247, 16]
1534707217.737945079803466796875, [65, 16, 248, 80]
1534707217.73869991302490234375, [64, 216, 247, 112]
1534707217.7393081188201904296875, [64, 208, 247, 224]
1534707217.7398929595947265625, [65, 184, 247, 216]
1534707217.7404611110687255859375, [65, 80, 247, 200]
1534707217.7410280704498291015625, [64, 80, 247, 48]
1534707217.741592884063720703125, [63, 248, 248, 8]
1534707217.74215602874755859375, [64, 8, 247, 216]
1534707217.7427780628204345703125, [63, 152, 248, 16]
1534707217.7433640956878662109375, [63, 88, 247, 248]
1534707217.743937969207763671875, [63, 168, 248, 16]
1534707217.7445070743560791015625, [64, 96, 248, 0]
1534707217.7450668811798095703125, [64, 248, 247, 184]
1534707217.745635986328125, [65, 8, 247, 232]
1534707217.7462489604949951171875, [65, 0, 248, 16]
1534707217.7469069957733154296875, [63, 152, 248, 72]
1534707217.7474920749664306640625, [63, 160, 248, 112]
1534707217.74806499481201171875, [63, 240, 248, 56]
1534707217.748632907867431640625, [63, 160, 247, 232]
1534707217.749205112457275390625, [63, 128, 247, 192]
1534707217.749763965606689453125, [64, 112, 247, 112]
1534707217.750318050384521484375, [64, 40, 247, 24]
1534707217.750946044921875, [64, 96, 247, 176]
1534707217.7515161037445068359375, [65, 56, 247, 184]
1534707217.752079010009765625, [64, 176, 247, 144]
1534707217.752644062042236328125, [64, 200, 248, 48]
1534707217.753201007843017578125, [63, 208, 248, 48]
1534707217.753757953643798828125, [64, 40, 248, 48]
1534707217.7630519866943359375, [63, 208, 248, 0]
1534707217.76400089263916015625, [65, 40, 247, 160]
1534707217.764730930328369140625, [64, 72, 247, 152]
1534707217.7653980255126953125, [64, 192, 248, 56]
1534707217.7660610675811767578125, [64, 40, 248, 32]
1534707217.7669780254364013671875, [63, 200, 248, 56]
1534707217.771132946014404296875, [63, 88, 247, 80]
1534707217.772079944610595703125, [64, 88, 247, 192]
1534707217.7728469371795654296875, [64, 128, 247, 176]
1534707217.77354907989501953125, [64, 72, 247, 216]
1534707217.7742469310760498046875, [63, 248, 247, 184]
1534707217.7752420902252197265625, [64, 144, 247, 136]
1534707217.7759749889373779296875, [64, 208, 247, 104]
1534707217.7827670574188232421875, [64, 88, 247, 144]
1534707217.783709049224853515625, [64, 120, 247, 232]
1534707217.7844240665435791015625, [63, 152, 247, 184]
1534707217.7851049900054931640625, [64, 112, 247, 200]
1534707217.7858030796051025390625, [63, 240, 247, 160]
1534707217.786551952362060546875, [63, 104, 247, 160]
1534707217.78722095489501953125, [63, 232, 247, 128]
1534707217.787909030914306640625, [64, 96, 247, 120]
1534707217.788588047027587890625, [63, 224, 247, 184]
1534707217.791287899017333984375, [64, 32, 247, 144]
1534707217.792232990264892578125, [64, 32, 248, 56]
1534707217.792932987213134765625, [64, 64, 247, 192]
1534707217.7935769557952880859375, [63, 192, 247, 96]
1534707217.795113086700439453125, [64, 8, 248, 8]
1534707217.7990589141845703125, [64, 184, 247, 200]
1534707217.800034999847412109375, [63, 192, 247, 168]
1534707217.800776004791259765625, [64, 72, 247, 200]
1534707217.801496028900146484375, [64, 192, 248, 32]
1534707217.8021719455718994140625, [63, 224, 248, 32]
1534707217.803061962127685546875, [63, 192, 247, 184]
1534707217.8037788867950439453125, [63, 248, 247, 216]
1534707217.8044879436492919921875, [63, 184, 247, 136]
1534707217.8055989742279052734375, [64, 40, 247, 104]
1534707217.806315898895263671875, [64, 32, 247, 136]
1534707217.807176113128662109375, [64, 64, 247, 0]
1534707217.8078000545501708984375, [63, 232, 247, 152]
1534707217.8083779811859130859375, [64, 72, 247, 240]
1534707217.808949947357177734375, [64, 88, 247, 144]
1534707217.8095009326934814453125, [63, 192, 247, 176]
1534707217.8100640773773193359375, [63, 224, 247, 224]
1534707217.8108561038970947265625, [64, 48, 247, 160]
1534707217.811489105224609375, [64, 72, 247, 112]
1534707217.812077999114990234375, [64, 88, 248, 88]
1534707217.81264209747314453125, [64, 160, 247, 192]
1534707217.81320095062255859375, [64, 0, 247, 200]
1534707217.813745975494384765625, [64, 88, 248, 32]
1534707217.8142969608306884765625, [64, 112, 247, 168]
1534707217.8151490688323974609375, [64, 112, 247, 192]
1534707217.8157498836517333984375, [64, 208, 247, 168]
1534707217.8163239955902099609375, [64, 56, 247, 176]
1534707217.8168790340423583984375, [64, 248, 247, 208]
1534707217.8174350261688232421875, [64, 40, 247, 232]
1534707217.8179810047149658203125, [64, 216, 247, 160]
1534707217.8186099529266357421875, [64, 128, 248, 16]
1534707217.8191969394683837890625, [64, 232, 247, 240]
1534707217.81976795196533203125, [64, 72, 247, 232]
1534707217.8203299045562744140625, [64, 80, 247, 200]
1534707217.8208789825439453125, [63, 232, 248, 120]
1534707217.821422100067138671875, [64, 176, 247, 176]
1534707217.8219649791717529296875, [64, 128, 247, 224]
1534707217.82264995574951171875, [64, 8, 248, 0]
1534707217.82326793670654296875, [64, 192, 247, 200]
1534707217.823873996734619140625, [64, 0, 248, 88]
1534707217.824450016021728515625, [64, 48, 248, 0]
1534707217.825026035308837890625, [64, 144, 247, 64]
1534707217.82559490203857421875, [64, 96, 247, 200]
1534707217.8261640071868896484375, [64, 120, 248, 32]
1534707217.8267910480499267578125, [63, 208, 248, 0]
1534707217.827372074127197265625, [64, 80, 248, 64]
1534707217.827949047088623046875, [63, 120, 247, 184]
1534707217.8285229206085205078125, [64, 48, 248, 32]
1534707217.8290989398956298828125, [64, 16, 247, 144]
1534707217.829660892486572265625, [63, 224, 248, 0]
1534707217.83022403717041015625, [64, 56, 248, 56]
1534707217.83084392547607421875, [64, 128, 247, 176]
1534707217.8314249515533447265625, [64, 104, 248, 16]
1534707217.83199310302734375, [64, 40, 247, 176]
1534707217.8325550556182861328125, [63, 248, 247, 136]
1534707217.8331201076507568359375, [64, 24, 248, 48]
1534707217.8336849212646484375, [64, 128, 248, 16]
1534707217.8342540264129638671875, [64, 208, 248, 40]
1534707217.8349149227142333984375, [64, 24, 247, 248]
1534707217.8355109691619873046875, [63, 224, 248, 216]
1534707217.8360850811004638671875, [64, 96, 247, 184]
1534707217.8366510868072509765625, [64, 216, 248, 16]
1534707217.8372080326080322265625, [64, 16, 247, 224]
1534707217.8380920886993408203125, [64, 104, 247, 208]
1534707217.839046001434326171875, [64, 64, 247, 152]
1534707217.8396890163421630859375, [63, 248, 247, 120]
1534707217.8402760028839111328125, [64, 88, 248, 96]
1534707217.840856075286865234375, [64, 88, 247, 144]
1534707217.84142208099365234375, [64, 16, 247, 232]
1534707217.841991901397705078125, [63, 208, 247, 232]
1534707217.8425829410552978515625, [64, 80, 248, 24]
1534707217.84315395355224609375, [64, 40, 247, 248]
1534707217.8437159061431884765625, [64, 0, 247, 176]
1534707217.8442809581756591796875, [64, 144, 247, 168]
1534707217.8448429107666015625, [63, 160, 248, 104]
1534707217.845405101776123046875, [64, 112, 247, 168]
